SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Cluster
-0.4401383649062067,-0.9213040943961408,0.3544668627626833,-0.9942528259695436,-0.6589800562566711,0.332932932788413,1.1536093106618357,1.12563216665209,-0.5133626325856562,-0.5643152259036203,0
-0.4401383649062067,1.567905235214225,0.4079510739868167,-0.9942528259695436,-0.6589800562566711,0.332932932788413,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,1.7720592216854176,2
-0.4401383649062067,-0.4316235705383638,-1.333628553999034,1.0057803949662922,-0.6589800562566711,0.332932932788413,1.1536093106618357,-0.8883896797070474,-0.5133626325856562,1.7720592216854176,2
-0.4401383649062067,-1.166144356325029,0.9478073310304156,-0.9942528259695436,-0.6589800562566711,0.332932932788413,1.1536093106618357,1.12563216665209,-0.5133626325856562,-0.5643152259036203,0
-0.4401383649062067,-1.0029175150391036,-1.50410947727596,1.0057803949662922,1.5174966078343686,0.332932932788413,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,1.7720592216854176,2
-0.4401383649062067,-1.0029175150391036,-0.6918180193094304,-0.9942528259695436,-0.6589800562566711,0.332932932788413,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,-0.5643152259036203,1
-0.4401383649062067,0.9149978700705226,1.0581185166801912,1.0057803949662922,-0.6589800562566711,0.332932932788413,1.1536093106618357,1.12563216665209,-0.5133626325856562,-0.5643152259036203,0
-0.4401383649062067,-0.5540437015028081,0.4380359428003921,1.0057803949662922,-0.6589800562566711,0.332932932788413,-0.866844598737064,1.12563216665209,-0.5133626325856562,-0.5643152259036203,0
2.2720128026401416,0.5069307668557085,0.6870718013127644,-0.9942528259695436,-0.6589800562566711,0.332932932788413,-0.866844598737064,1.12563216665209,-0.5133626325856562,-0.5643152259036203,0
-0.4401383649062067,1.363871683606818,0.0318902138171272,1.0057803949662922,-0.6589800562566711,0.332932932788413,1.1536093106618357,-0.8883896797070474,-0.5133626325856562,1.7720592216854176,2
-0.4401383649062067,1.0374180010349667,0.9762208182432364,1.0057803949662922,1.5174966078343686,0.332932932788413,1.1536093106618357,1.12563216665209,-0.5133626325856562,1.7720592216854176,2
-0.4401383649062067,-0.7988839634316965,-1.3369713172005424,1.0057803949662922,-0.6589800562566711,-3.0036079387662262,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,-0.5643152259036203,1
2.2720128026401416,0.5069307668557085,0.3344102835536334,1.0057803949662922,-0.6589800562566711,0.332932932788413,1.1536093106618357,-0.8883896797070474,-0.5133626325856562,1.7720592216854176,2
-0.4401383649062067,0.5885441874986713,1.143358978318654,1.0057803949662922,1.5174966078343686,0.332932932788413,1.1536093106618357,1.12563216665209,-0.5133626325856562,-0.5643152259036203,0
-0.4401383649062067,-1.2069510666465106,-0.6817897297049055,-0.9942528259695436,-0.6589800562566711,0.332932932788413,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,-0.5643152259036203,1
-0.4401383649062067,-0.5948504118242895,-0.3592130807593497,-0.9942528259695436,1.5174966078343686,0.332932932788413,-0.866844598737064,-0.8883896797070474,1.94794076647787,-0.5643152259036203,1
-0.4401383649062067,-1.2885644872894737,-1.5208232932835015,-0.9942528259695436,-0.6589800562566711,0.332932932788413,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,-0.5643152259036203,1
-0.4401383649062067,-0.4316235705383638,0.7305277229323728,1.0057803949662922,-0.6589800562566711,0.332932932788413,-0.866844598737064,1.12563216665209,-0.5133626325856562,-0.5643152259036203,0
-0.4401383649062067,0.7109643184631155,-1.4907384244699269,-0.9942528259695436,1.5174966078343686,0.332932932788413,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,1.7720592216854176,2
-0.4401383649062067,-0.1051698879665126,0.8274678557761151,1.0057803949662922,-0.6589800562566711,0.332932932788413,1.1536093106618357,1.12563216665209,-0.5133626325856562,-0.5643152259036203,0
-0.4401383649062067,-1.247757776967992,0.3795375867739959,1.0057803949662922,-0.6589800562566711,0.332932932788413,1.1536093106618357,1.12563216665209,-0.5133626325856562,-0.5643152259036203,0
-0.4401383649062067,-0.962110804717622,-1.4957525692721891,1.0057803949662922,1.5174966078343686,0.332932932788413,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,-0.5643152259036203,1
-0.4401383649062067,0.8741911597490412,-0.1787038678778987,-0.9942528259695436,1.5174966078343686,0.332932932788413,1.1536093106618357,-0.8883896797070474,-0.5133626325856562,1.7720592216854176,2
-0.4401383649062067,-1.2069510666465106,-1.3503423700065758,1.0057803949662922,-0.6589800562566711,-3.0036079387662262,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,-0.5643152259036203,1
-0.4401383649062067,-0.145976598287994,-1.1547907227183372,-0.9942528259695436,-0.6589800562566711,-3.0036079387662262,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,-0.5643152259036203,1
-0.4401383649062067,1.4046783939282994,0.0135050162088314,1.0057803949662922,-0.6589800562566711,0.332932932788413,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,1.7720592216854176,2
-0.4401383649062067,-0.1867833086094754,1.0514329902771744,1.0057803949662922,-0.6589800562566711,0.332932932788413,1.1536093106618357,1.12563216665209,-0.5133626325856562,-0.5643152259036203,0
2.2720128026401416,0.466124056534227,-1.163147630722108,1.0057803949662922,-0.6589800562566711,-3.0036079387662262,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,-0.5643152259036203,1
2.2720128026401416,1.4862918145712622,0.2993112699377953,1.0057803949662922,-0.6589800562566711,0.332932932788413,1.1536093106618357,-0.8883896797070474,-0.5133626325856562,1.7720592216854176,2
-0.4401383649062067,1.5270985248927436,0.3227106123483538,1.0057803949662922,-0.6589800562566711,0.332932932788413,1.1536093106618357,-0.8883896797070474,-0.5133626325856562,1.7720592216854176,2
2.2720128026401416,0.7925777391060783,-0.5464078200438174,1.0057803949662922,-0.6589800562566711,-3.0036079387662262,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,-0.5643152259036203,1
-0.4401383649062067,1.445485104249781,-0.3692413703638746,1.0057803949662922,-0.6589800562566711,-3.0036079387662262,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,1.7720592216854176,2
-0.4401383649062067,0.2212837946053386,1.2870977959835137,-0.9942528259695436,-0.6589800562566711,0.332932932788413,1.1536093106618357,1.12563216665209,-0.5133626325856562,-0.5643152259036203,0
2.2720128026401416,-0.5948504118242895,-0.5614502544506048,-0.9942528259695436,-0.6589800562566711,-3.0036079387662262,-0.866844598737064,-0.8883896797070474,-0.5133626325856562,-0.5643152259036203,1
-0.4401383649062067,1.445485104249781,1.663158656153203,-0.9942528259695436,-0.6589800562566711,0.332932932788413,1.1536093106618357,1.12563216665209,-0.5133626325856562,1.7720592216854176,2
-0.4401383649062067,0.5885441874986713,1.190157663139771,1.0057803949662922,-0.6589800562566711,0.332932932788413,1.1536093106618357,1.12563216665209,-0.5133626325856562,-0.5643152259036203,0
-0.4401383649062067,1.4046783939282994,1.542819180898902,1.0057803949662922,1.5174966078343686,0.332932932788413,1.1536093106618357,1.12563216665209,1.94794076647787,-0.5643152259036203,0
